"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,RAW",322,3.22
"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,PRIME,CKD,BRLD",386,3.86
"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,PRIME,CKD,RSTD",400,4
"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,PRIME,RAW",355,3.55
"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,SEL,CKD,BRLD",315,3.15
"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,SEL,CKD,RSTD",330,3.3
"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,SEL,RAW",288,2.88
"BEEF,RIBEYE CAP STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRILLED",246,2.46
"BEEF,RIBEYE CAP STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW",180,1.8
"BEEF,RIBEYE CAP STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILLED",259,2.59
"BEEF,RIBEYE CAP STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW",187,1.87
"BEEF,RIBEYE CAP STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED",226,2.26
"BEEF,RIBEYE CAP STEAK,BNLESS,LN,0"" FAT,SEL,RAW",169,1.69
"BEEF,RIBEYE FILET,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRILLED",199,1.99
"BEEF,RIBEYE FILET,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILLED",208,2.08
"BEEF,RIBEYE FILET,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED",186,1.86
"BEEF,RIBEYE PETITE ROAST/FILET,BNLESS,LN,0"" FAT,ALL GRDS,RAW",133,1.33
"BEEF,RIBEYE PETITE ROAST/FILET,BNLESS,LN,0"" FAT,CHOIC,RAW",138,1.38
"BEEF,RIBEYE PETITE ROAST/FILET,BNLESS,LN,0"" FAT,SEL,RAW",125,1.25
"BEEF,RIBEYE PETITE RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD,RSTD",178,1.78
"BEEF,RIBEYE PETITE RST,BNLESS,LN,0"" FAT,CHOIC,CKD,RSTD",188,1.88
"BEEF,RIBEYE PETITE RST,BNLESS,LN,0"" FAT,SEL,CKD,RSTD",164,1.64
"BEEF,RIBEYE,SML END(RIBS 10-12),LN&FAT,0"",ALL GRDS,CKD,BRLD",249,2.49
"BEEF,RND,BTTM RND RST,LN,0"" FAT,SEL,CKD,RSTD",169,1.69
"BEEF,RND,BTTM RND RST,LN,1/8"" FAT,SEL,CKD,RSTD",164,1.64
"BEEF,RND,BTTM RND,RST,LN & FAT,0"" FAT,ALL GRDS,CKD,RSTD",187,1.87
"BEEF,RND,BTTM RND,RST,LN & FAT,0"" FAT,CHOIC,CKD,RSTD",199,1.99
"BEEF,RND,BTTM RND,RST,LN & FAT,0"" FAT,SEL,CKD,RSTD",175,1.75
"BEEF,RND,BTTM RND,RST,LN & FAT,1/8"" FAT,ALL GRDS,CKD,RSTD",218,2.18
"BEEF,RND,BTTM RND,RST,LN & FAT,1/8"" FAT,CHOIC,CKD,RSTD",223,2.23
"BEEF,RND,BTTM RND,RST,LN & FAT,1/8"" FAT,SEL,CKD,RSTD",212,2.12
"BEEF,RND,BTTM RND,RST,LN,0"" FAT,ALL GRDS,CKD,RSTD",177,1.77
"BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,ALL GRDS,CKD",163,1.63
"BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,ALL GRDS,RAW",128,1.28
"BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,CHOIC,CKD,RSTD",179,1.79
"BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,CHOIC,RAW",140,1.4
"BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,SEL,RAW",128,1.28
"BEEF,RND,BTTM RND,STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRSD",223,2.23
"BEEF,RND,BTTM RND,STEAK,LN & FAT,0"" FAT,CHOIC,CKD,BRSD",230,2.3
"BEEF,RND,BTTM RND,STEAK,LN & FAT,0"" FAT,SEL,CKD,BRSD",217,2.17
"BEEF,RND,BTTM RND,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,BRSD",247,2.47
"BEEF,RND,BTTM RND,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,RAW",192,1.92
"BEEF,RND,BTTM RND,STEAK,LN & FAT,1/8"" FAT,CHOIC,CKD,BRSD",254,2.54
"BEEF,RND,BTTM RND,STEAK,LN & FAT,1/8"" FAT,CHOIC,RAW",198,1.98
"BEEF,RND,BTTM RND,STEAK,LN & FAT,1/8"" FAT,SEL,CKD,BRSD",240,2.4
"BEEF,RND,BTTM RND,STEAK,LN & FAT,1/8"" FAT,SEL,RAW",187,1.87
"BEEF,RND,BTTM RND,STEAK,LN,0"" FAT,ALL GRDS,CKD,BRSD",214,2.14
"BEEF,RND,BTTM RND,STEAK,LN,0"" FAT,CHOIC,CKD,BRSD",223,2.23
"BEEF,RND,BTTM RND,STEAK,LN,0"" FAT,SEL,CKD,BRSD",206,2.06
"BEEF,RND,BTTM RND,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRSD",216,2.16
"BEEF,RND,BTTM RND,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRSD",228,2.28
"BEEF,RND,BTTM RND,STEAK,LN,1/8"" FAT,SEL,CKD,BRSD",205,2.05
"BEEF,RND,EYE OF RND,RST,LN & FAT,0"" FAT,ALL GRDS,CKD,RSTD",168,1.68
"BEEF,RND,EYE OF RND,RST,LN & FAT,0"" FAT,CHOIC,CKD,RSTD",166,1.66
"BEEF,RND,EYE OF RND,RST,LN & FAT,0"" FAT,SEL,CKD,RSTD",169,1.69
"BEEF,RND,EYE OF RND,RST,LN & FAT,1/8"" FAT,ALL GRDS,CKD,RSTD",208,2.08
"BEEF,RND,EYE OF RND,RST,LN & FAT,1/8"" FAT,ALL GRDS,RAW",166,1.66
"BEEF,RND,EYE OF RND,RST,LN & FAT,1/8"" FAT,CHOIC,CKD,RSTD",212,2.12
"BEEF,RND,EYE OF RND,RST,LN & FAT,1/8"" FAT,CHOIC,RAW",173,1.73
"BEEF,RND,EYE OF RND,RST,LN & FAT,1/8"" FAT,SEL,CKD,RSTD",204,2.04
"BEEF,RND,EYE OF RND,RST,LN & FAT,1/8"" FAT,SEL,RAW",159,1.59
"BEEF,RND,EYE OF RND,RST,LN,0"" FAT,ALL GRDS,CKD,RSTD",162,1.62
"BEEF,RND,EYE OF RND,RST,LN,0"" FAT,CHOIC,CKD,RSTD",162,1.62
"BEEF,RND,EYE OF RND,RST,LN,0"" FAT,SEL,CKD,RSTD",163,1.63
"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,ALL GRDS,CKD,RSTD",169,1.69
"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,ALL GRDS,RAW",124,1.24
"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,CHOIC,CKD,RSTD",175,1.75
"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,CHOIC,RAW",128,1.28
"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,SEL,CKD,RSTD",163,1.63
"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,SEL,RAW",119,1.19
"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",235,2.35
"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,CHOIC,RAW",195,1.95
"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,SEL,CKD,BRLD",218,2.18
"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,SEL,RAW",184,1.84
"BEEF,RND,FULL CUT,LN,1/4""FAT,CHOIC,CKD,BRLD",191,1.91
"BEEF,RND,FULL CUT,LN,1/4""FAT,SEL,CKD,BRLD",172,1.72
"BEEF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW",143,1.43
"BEEF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,CHOIC,RAW",150,1.5
"BEEF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,SEL,RAW",137,1.37
"BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT 0"" FAT,SEL,RAW",124,1.24
"BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW",129,1.29
"BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,CHOIC,RAW",133,1.33
"BEEF,RND,OUT RND,BTTM RND,STK,LN & FAT,0"" FAT,SEL,CKD,GRLD",166,1.66
"BEEF,RND,OUTSIDE RND,BTTM RND,STEAK,LN & FAT,0"" FAT,SEL,RAW",129,1.29
"BEEF,RND,TIP RND,LN&FAT,1/8""FAT,ALL GRDS,RAW",189,1.89
"BEEF,RND,TIP RND,LN&FAT,1/8""FAT,CHOIC,RAW",199,1.99
"BEEF,RND,TIP RND,LN&FAT,1/8""FAT,SEL,RAW",178,1.78
"BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,ALL GRDS,CKD,RSTD",188,1.88
"BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,ALL GRDS,RAW",151,1.51
"BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,CHOIC,CKD,RSTD",196,1.96
"BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,CHOIC,RAW",156,1.56
"BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,SEL,CKD,RSTD",181,1.81
"BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,SEL,RAW",145,1.45
"BEEF,RND,TIP RND,RST,LN & FAT,1/8"" FAT,ALL GRDS,CKD,RSTD",219,2.19
"BEEF,RND,TIP RND,RST,LN & FAT,1/8"" FAT,CHOIC,CKD,RSTD",228,2.28
"BEEF,RND,TIP RND,RST,LN & FAT,1/8"" FAT,SEL,CKD,RSTD",210,2.1
"BEEF,RND,TIP RND,RST,LN,0"" FAT,ALL GRDS,CKD,RSTD",174,1.74
"BEEF,RND,TIP RND,RST,LN,0"" FAT,ALL GRDS,RAW",126,1.26
"BEEF,RND,TIP RND,RST,LN,0"" FAT,CHOIC,CKD,RSTD",176,1.76
"BEEF,RND,TIP RND,RST,LN,0"" FAT,CHOIC,RAW",130,1.3
"BEEF,RND,TIP RND,RST,LN,0"" FAT,SEL,CKD,RSTD",149,1.49
"BEEF,RND,TIP RND,RST,LN,0"" FAT,SEL,RAW",122,1.22
"BEEF,RND,TOP RND STEAK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,BRLD",204,2.04
"BEEF,RND,TOP RND,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",209,2.09
"BEEF,RND,TOP RND,LN&FAT,0""FAT,CHOIC,CKD,BRSD",216,2.16
"BEEF,RND,TOP RND,LN&FAT,0""FAT,SEL,CKD,BRSD",200,2
"BEEF,RND,TOP RND,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",238,2.38
"BEEF,RND,TOP RND,LN&FAT,1/8""FAT,CHOIC,CKD,BRSD",250,2.5
"BEEF,RND,TOP RND,LN&FAT,1/8""FAT,CHOIC,CKD,PAN-FRIED",266,2.66
"BEEF,RND,TOP RND,LN&FAT,1/8""FAT,PRIME,RAW",173,1.73
"BEEF,RND,TOP RND,LN&FAT,1/8""FAT,SEL,CKD,BRSD",225,2.25
"BEEF,RND,TOP RND,LN,0""FAT,ALL GRDS,CKD,BRSD",199,1.99
"BEEF,RND,TOP RND,LN,0""FAT,CHOIC,CKD,BRSD",207,2.07
"BEEF,RND,TOP RND,LN,0""FAT,SEL,CKD,BRSD",190,1.9
"BEEF,RND,TOP RND,LN,1/8"" FAT,CHOIC,CKD,PAN-FRIED",228,2.28
"BEEF,RND,TOP RND,STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",188,1.88
"BEEF,RND,TOP RND,STEAK,LN & FAT,0"" FAT,CHOIC,CKD,BRLD",200,2
"BEEF,RND,TOP RND,STEAK,LN & FAT,0"" FAT,SEL,CKD,BRLD",177,1.77
"BEEF,RND,TOP RND,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,RAW",166,1.66
"BEEF,RND,TOP RND,STEAK,LN & FAT,1/8"" FAT,CHOIC,CKD,BRLD",224,2.24
"BEEF,RND,TOP RND,STEAK,LN & FAT,1/8"" FAT,CHOIC,RAW",168,1.68
"BEEF,RND,TOP RND,STEAK,LN & FAT,1/8"" FAT,PRIME,CKD,BRLD",225,2.25
"BEEF,RND,TOP RND,STEAK,LN & FAT,1/8"" FAT,SEL,CKD,BRLD",201,2.01
"BEEF,RND,TOP RND,STEAK,LN & FAT,1/8"" FAT,SEL,RAW",164,1.64
"BEEF,RND,TOP RND,STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",186,1.86
"BEEF,RND,TOP RND,STEAK,LN,0"" FAT,CHOIC,CKD,BRLD",197,1.97
"BEEF,RND,TOP RND,STEAK,LN,0"" FAT,SEL,CKD,BRLD",176,1.76
"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",185,1.85
"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,ALL GRDS,RAW",135,1.35
"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD",193,1.93
"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,CHOIC,RAW",140,1.4
"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,SEL,CKD,BRLD",177,1.77
"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,SEL,RAW",129,1.29
"BEEF,RTL CUTS,FAT,CKD",680,6.8
"BEEF,RTL CUTS,FAT,RAW",674,6.74
"BEEF,SHANK CROSSCUTS,LN,1/4""FAT,CHOIC,CKD,SIMMRD",201,2.01
"BEEF,SHANK CROSSCUTS,LN,1/4""FAT,CHOIC,RAW",128,1.28
"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",133,1.33
"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW",127,1.27
"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW",123,1.23
"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW",125,1.25
"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0"" FAT,SEL,RAW",121,1.21
"BEEF,SHLDR POT RST OR STK,BNLS,LN & FAT,0"" FAT,ALL GRDS,R",130,1.3
"BEEF,SHLDR POT RST,BNLESS,LN & FAT,0"" FAT,ALL GRDS,CKD,BRSD",204,2.04
"BEEF,SHLDR POT RST,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,BRSD",207,2.07
"BEEF,SHLDR POT RST,BNLESS,LN & FAT,0"" FAT,SEL,CKD,BRSD",200,2
"BEEF,SHLDR POT RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD,BRSD",196,1.96
"BEEF,SHLDR POT RST,BNLESS,LN,0"" FAT,CHOIC,CKD,BRSD",200,2
"BEEF,SHLDR POT RST,BNLESS,LN,0"" FAT,SEL,CKD,BRSD",190,1.9
"BEEF,SHLDR STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS,CKD,GRILLED",182,1.82
"BEEF,SHLDR STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,GRILLED",186,1.86
"BEEF,SHLDR STEAK,BNLESS,LN & FAT,0"" FAT,SEL,CKD,GRILLED",177,1.77
"BEEF,SHLDR STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRILLED",175,1.75
"BEEF,SHLDR STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED",169,1.69
"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",152,1.52
"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW",137,1.37
"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRI",196,1.96
"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW",139,1.39
"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILLE",202,2.02
"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW",143,1.43
"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED",187,1.87
"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,SEL,RAW",133,1.33
"BEEF,SHLDR TOP BLADE STEAK,BNLS,LN & FAT,0"" FAT,ALL GRDS,RAW",146,1.46
"BEEF,SHLDR TOP BLADE STK,BNLES,LN & FAT,0"" ,ALL GRDS,CKD,G",210,2.1
"BEEF,SHLDR TOP BLDE STK,BNLS,LN & FAT,0"" FAT,SEL,CKD,G",194,1.94
"BEEF,SHLDR TOP BLDE STK,BNS,LN & FAT,0"" FAT,CHOIC,CKD,G",220,2.2
"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRLD",297,2.97
"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,ALL GRDS,RAW",247,2.47
"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",299,2.99
"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,CHOIC,RAW",258,2.58
"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,SEL,CKD,BRLD",294,2.94
"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,SEL,RAW",222,2.22
"BEEF,SHRT LOIN,PRTRHS STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",212,2.12
"BEEF,SHRT LOIN,PRTRHS STEAK,LN,0"" FAT,CHOIC,CKD,BRLD",224,2.24
"BEEF,SHRT LOIN,PRTRHS STEAK,LN,0"" FAT,SEL,CKD,BRLD",194,1.94
"BEEF,SHRT LOIN,PRTRHS STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",276,2.76
"BEEF,SHRT LOIN,PRTRHS STK,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD",267,2.67
"BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRLD",280,2.8
"BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,ALL GRDS,RAW",220,2.2
"BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",286,2.86
"BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,CHOIC,RAW",232,2.32
"BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,SEL,CKD,BRLD",265,2.65
"BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,SEL,RAW",192,1.92
"BEEF,SHRT LOIN,T-BONE STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",189,1.89
"BEEF,SHRT LOIN,T-BONE STEAK,LN,0"" FAT,CHOIC,CKD,BRLD",198,1.98
"BEEF,SHRT LOIN,T-BONE STEAK,LN,0"" FAT,SEL,CKD,BRLD",177,1.77
"BEEF,SHRT LOIN,T-BONE STEAK,LN,1/4"" FAT,ALL GRDS,CKD,BRLD",202,2.02
"BEEF,SHRT LOIN,T-BONE STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",247,2.47
"BEEF,SHRT LOIN,T-BONE STK,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD",230,2.3
"BEEF,SHRT LOIN,TOP LOIN,LN&FAT,1/8""FAT,PRIME,CKD,BRLD",310,3.1
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN & FAT,0"" FAT,CHOIC,CKD,BRLD",205,2.05
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN & FAT,0"" FAT,SEL,CKD,BRLD",180,1.8
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,RAW",228,2.28
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN & FAT,1/8"" FAT,CHOIC,RAW",232,2.32
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN & FAT,1/8"" FAT,PRIME,RAW",281,2.81
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN & FAT,1/8"" FAT,SEL,CKD,BRLD",250,2.5
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN & FAT,1/8"" FAT,SEL,RAW",224,2.24
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",182,1.82
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,0"" FAT,CHOIC,CKD,BRLD",192,1.92
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,0"" FAT,SEL,CKD,BRLD",172,1.72
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",189,1.89
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,ALL GRDS,RAW",138,1.38
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD",201,2.01
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,CHOIC,RAW",155,1.55
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,SEL,CKD,BRLD",177,1.77
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,SEL,RAW",133,1.33
"BEEF,SHRT LOIN,TOP LOIN,STK,LN & FAT,0"" FAT,ALL GRD,CKD,BRLD",193,1.93
"BEEF,SHRT LOIN,TOP LOIN,STK,LN & FT,1/8"" FAT,CHOIC,CKD,BRLD",278,2.78
"BEEF,SHRT LOIN,TOP LOIN,STK,LN & FT,1/8"" FT,ALL GRD,CKD,BRLD",264,2.64
"BEEF,SIRLOIN,TRI-TIP STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",257,2.57
"BEEF,SNDWCH STEAKS,FLAKED,CHOPD,FORMED & THINLY SLICED,RAW",309,3.09
"BEEF,TENDERLOIN,LN&FAT,1/8""FAT,PRIME,RAW",274,2.74
"BEEF,TENDERLOIN,RST,LN & FAT,1/8"" FAT,ALL GRDS,CKD,RSTD",324,3.24
"BEEF,TENDERLOIN,RST,LN & FAT,1/8"" FAT,CHOIC,CKD,RSTD",331,3.31
"BEEF,TENDERLOIN,RST,LN & FAT,1/8"" FAT,PRIME,CKD,RSTD",343,3.43
"BEEF,TENDERLOIN,RST,LN & FAT,1/8"" FAT,SEL,CKD,RSTD",316,3.16
"BEEF,TENDERLOIN,STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",218,2.18
"BEEF,TENDERLOIN,STEAK,LN & FAT,0"" FAT,CHOIC,CKD,BRLD",231,2.31
"BEEF,TENDERLOIN,STEAK,LN & FAT,0"" FAT,SEL,CKD,BRLD",205,2.05
"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,BRLD",267,2.67
"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,RAW",247,2.47
"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,CHOIC,CKD,BRLD",273,2.73
"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,CHOIC,RAW",246,2.46
"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,PRIME,CKD,BRLD",308,3.08
"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,SEL,CKD,BRLD",262,2.62
"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,SEL,RAW",249,2.49
"BEEF,TENDERLOIN,STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",193,1.93
"BEEF,TENDERLOIN,STEAK,LN,0"" FAT,CHOIC,CKD,BRLD",206,2.06
"BEEF,TENDERLOIN,STEAK,LN,0"" FAT,SEL,CKD,BRLD",179,1.79
"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",200,2
"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,ALL GRDS,RAW",153,1.53
"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD",206,2.06
"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,CHOIC,RAW",158,1.58
"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,SEL,CKD,BRLD",194,1.94
"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,SEL,RAW",148,1.48
"BEEF,TOP LOIN FILET,BNLESS,LN & FAT,1/8"" FAT,CHOIC,CKD,GRILD",253,2.53
"BEEF,TOP LOIN FILET,BNLESS,LN & FAT,1/8"" FAT,SEL,CKD,GRILLED",219,2.19
"BEEF,TOP LOIN FILET,BNLESS,LN,1/8"" FAT,ALL GRDS,CKD,GRILLED",195,1.95
"BEEF,TOP LOIN FILET,BNLESS,LN,1/8"" FAT,CHOIC,CKD,GRILLED",203,2.03
"BEEF,TOP LOIN FILET,BNLESS,LN,1/8"" FAT,SEL,CKD,GRILLED",184,1.84
"BEEF,TOP LOIN FILET,BNLS,LN & FAT,1/8"" FAT,ALL GRDS,CKD,GRLD",239,2.39
"BEEF,TOP LOIN PET RST,BNLS,LN & FAT,1/8"" FAT,AL GDS,CKD,RSTD",228,2.28
"BEEF,TOP LOIN PETI RST,BNLS,LN & FAT,1/8"" FAT,CHOIC,CKD,RSTD",239,2.39
"BEEF,TOP LOIN PETIT RST/FILT,BNS,LN & FAT,1/8"" FAT,AL GRD,RW",187,1.87
"BEEF,TOP LOIN PETITE ROAST/FILET,BNLESS,LN,1/8"" FAT,CHOC,RAW",149,1.49
"BEEF,TOP LOIN PETITE ROAST/FILET,BNLESS,LN,1/8"" FAT,SEL,RAW",135,1.35
"BEEF,TOP LOIN PETITE RST,BNLESS,LN,1/8"" FAT,CHOIC,CKD,RSTD",206,2.06
"BEEF,TOP LOIN PETITE RST,BNLESS,LN,1/8"" FAT,SEL,CKD,RSTD",179,1.79
"BEEF,TOP LOIN PETITE RST,BNLS,LN & FAT,1/8"" FAT,SEL,CKD,RSTD",213,2.13
"BEEF,TOP LOIN PETITE RST,BNLSS,LN,1/8"" FAT,ALL GRDS,CKD,RSTD",195,1.95
"BEEF,TOP LOIN PETITE RST/FILET,BNLS,LN & FAT,1/8"" FAT,CHC,RW",199,1.99
"BEEF,TOP LOIN PETITE RST/FILET,BNLS,LN & FAT,1/8"" FAT,SEL,RW",170,1.7
"BEEF,TOP LOIN PETITE RST/FILET,BNLS,LN,1/8"" FAT,ALL GRDS,RAW",143,1.43
"BEEF,TOP SIRLOIN,STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",212,2.12
"BEEF,TOP SIRLOIN,STEAK,LN & FAT,0"" FAT,CHOIC,CKD,BRLD",219,2.19
"BEEF,TOP SIRLOIN,STEAK,LN & FAT,0"" FAT,SEL,CKD,BRLD",206,2.06
